YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2016,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.3,,,0.5,12.3,14.3,20268,Female,All Races,All Ages,All Grades,"(28.932040377000476, -81.92896053899966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.9,,,0.7,16.5,19.3,5145,Overall,All Races,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.2,,,1.2,18.9,23.5,2105,Male,All Races,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.8,,,0.9,13.1,16.5,3040,Female,All Races,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.1,,,0.6,12.0,14.2,7777,Overall,All Races,All Ages,All Grades,"(21.304850435000446, -157.85774940299973)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.1,,,0.9,13.4,16.8,3627,Male,All Races,All Ages,All Grades,"(21.304850435000446, -157.85774940299973)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,10.9,,,0.7,9.5,12.3,4150,Female,All Races,All Ages,All Grades,"(21.304850435000446, -157.85774940299973)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.5,,,0.7,13.0,16.0,5078,Overall,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.7,,,1.1,12.5,16.9,2118,Male,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.3,,,1.0,12.3,16.3,2960,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.8,,,0.7,14.4,17.2,4609,Overall,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.7,,,1.1,16.5,20.9,2023,Male,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.0,,,0.9,11.3,14.7,2586,Female,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.1,,,0.6,19.9,22.3,10690,Overall,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,23.6,,,0.9,21.8,25.4,4409,Male,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.8,,,0.7,17.3,20.3,6281,Female,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.7,,,0.6,15.5,17.9,7004,Overall,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.7,,,0.9,15.9,19.5,3102,Male,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.8,,,0.8,14.2,17.4,3902,Female,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.2,,,0.5,16.3,18.1,11548,Overall,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.7,,,0.7,17.3,20.1,5084,Male,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.7,,,0.6,14.5,16.9,6464,Female,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.5,,,0.7,23.1,25.9,9978,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,25.0,,,1.0,23.0,27.0,4067,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.0,,,0.9,22.2,25.8,5911,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.8,,,1.0,20.8,24.8,5018,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,25.5,,,1.6,22.4,28.6,1883,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,20.2,,,1.3,17.6,22.8,3135,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.8,,,0.7,18.5,21.1,9774,Overall,All Races,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.6,,,1.0,19.6,23.6,4162,Male,All Races,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.0,,,0.9,16.2,19.8,5612,Female,All Races,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.7,,,0.4,12.9,14.5,17563,Overall,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.6,,,0.7,14.3,16.9,7194,Male,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,11.9,,,0.5,10.9,12.9,10369,Female,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MA,Massachusetts,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.6,,,0.5,12.5,14.7,7960,Overall,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MA,Massachusetts,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.5,,,0.8,13.9,17.1,3722,Male,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MA,Massachusetts,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,11.9,,,0.7,10.5,13.3,4238,Female,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,20.4,,,0.5,19.4,21.4,11668,Overall,All Races,All Ages,All Grades,"(44.6613195430005, -84.71439026999968)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.3,,,0.8,20.8,23.8,5191,Male,All Races,All Ages,All Grades,"(44.6613195430005, -84.71439026999968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.7,,,0.7,17.4,20.0,6477,Female,All Races,All Ages,All Grades,"(44.6613195430005, -84.71439026999968)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.2,,,0.4,14.5,15.9,16251,Overall,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.6,,,0.5,15.6,17.6,7685,Male,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.9,,,0.5,13.0,14.8,8566,Female,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.7,,,0.9,21.0,24.4,4974,Overall,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.3,,,1.3,21.7,26.9,1906,Male,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.3,,,1.1,19.1,23.5,3068,Female,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.1,,,0.8,20.5,23.7,6918,Overall,All Races,All Ages,All Grades,"(38.635790776000476, -92.56630005299968)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.5,,,1.2,22.1,26.9,2971,Male,All Races,All Ages,All Grades,"(38.635790776000476, -92.56630005299968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.9,,,1.1,17.8,22.0,3947,Female,All Races,All Ages,All Grades,"(38.635790776000476, -92.56630005299968)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.5,,,0.8,17.0,20.0,5828,Overall,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.8,,,1.1,17.6,22.0,2652,Male,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.3,,,1.1,15.2,19.4,3176,Female,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.0,,,0.5,16.0,18.0,14790,Overall,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.6,,,0.8,17.0,20.2,6463,Male,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.4,,,0.7,14.1,16.7,8327,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NV,Nevada,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.5,,,0.8,14.8,18.2,4219,Overall,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NV,Nevada,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.9,,,1.3,16.3,21.5,1906,Male,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NV,Nevada,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.1,,,1.0,12.1,16.1,2313,Female,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.0,,,0.8,16.4,19.6,6212,Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.5,,,1.1,16.3,20.7,2772,Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.6,,,1.2,15.3,19.9,3440,Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.0,,,0.7,12.7,15.3,7298,Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.9,,,1.0,12.9,16.9,3141,Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.1,,,0.9,11.4,14.8,4157,Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.6,,,0.8,15.1,18.1,5808,Overall,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.4,,,1.3,16.9,21.9,2504,Male,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.0,,,0.9,12.2,15.8,3304,Female,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.2,,,0.4,13.4,15.0,32223,Overall,All Races,All Ages,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.7,,,0.6,15.5,17.9,14168,Male,All Races,All Ages,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,11.9,,,0.5,11.0,12.8,18055,Female,All Races,All Ages,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.9,,,0.6,16.7,19.1,6342,Overall,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,20.7,,,1.0,18.8,22.6,2881,Male,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.3,,,0.8,13.7,16.9,3461,Female,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.8,,,0.8,18.3,21.3,5542,Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.3,,,1.1,20.2,24.4,2529,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.1,,,1.1,15.0,19.2,3013,Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.5,,,0.6,21.3,23.7,11999,Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.7,,,1.0,22.8,26.6,4980,Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,20.5,,,0.8,18.9,22.1,7019,Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.6,,,0.7,18.2,21.0,6690,Overall,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.4,,,1.2,19.1,23.7,2705,Male,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.9,,,0.9,16.2,19.6,3985,Female,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OR,Oregon,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.2,,,0.7,14.9,17.5,5122,Overall,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OR,Oregon,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.1,,,1.0,16.1,20.1,2290,Male,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OR,Oregon,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.4,,,0.8,12.8,16.0,2832,Female,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.0,,,0.6,16.7,19.3,6599,Overall,All Races,All Ages,All Grades,"(40.79373015200048, -77.86070029399963)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
